date,epiweek,nta_id,county,neighborhood,cases_week,cases_4_week_avg,hospitalizations_month,deaths_month,retail_and_recreation_change_week,grocery_and_pharmacy_change_week,parks_change_week,transit_stations_change_week,workplaces_change_week,residential_change_week
2020/06/13,202024,25015,Hampshire County,Hampshire County,17.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/06/20,202025,25015,Hampshire County,Hampshire County,22.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/06/27,202026,25015,Hampshire County,Hampshire County,12.0,25.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/07/04,202027,25015,Hampshire County,Hampshire County,27.0,19.5,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/07/11,202028,25015,Hampshire County,Hampshire County,19.0,20.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/07/18,202029,25015,Hampshire County,Hampshire County,32.0,22.5,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/07/25,202030,25015,Hampshire County,Hampshire County,49.0,31.75,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/01,202031,25015,Hampshire County,Hampshire County,50.0,37.5,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/08,202032,25015,Hampshire County,Hampshire County,38.0,42.25,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/15,202033,25015,Hampshire County,Hampshire County,14.0,37.75,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/22,202034,25015,Hampshire County,Hampshire County,46.0,37.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/29,202035,25015,Hampshire County,Hampshire County,46.0,36.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/05,202036,25015,Hampshire County,Hampshire County,9.0,28.75,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/12,202037,25015,Hampshire County,Hampshire County,16.0,29.25,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/19,202038,25015,Hampshire County,Hampshire County,24.0,23.75,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/26,202039,25015,Hampshire County,Hampshire County,15.0,16.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/03,202040,25015,Hampshire County,Hampshire County,94.0,37.25,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/10,202041,25015,Hampshire County,Hampshire County,54.0,46.75,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/17,202042,25015,Hampshire County,Hampshire County,37.0,50.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/24,202043,25015,Hampshire County,Hampshire County,52.0,59.25,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/31,202044,25015,Hampshire County,Hampshire County,68.0,52.75,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/11/07,202045,25015,Hampshire County,Hampshire County,129.0,71.5,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/11/14,202046,25015,Hampshire County,Hampshire County,212.0,115.25,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/11/21,202047,25015,Hampshire County,Hampshire County,224.0,158.25,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/11/28,202048,25015,Hampshire County,Hampshire County,195.0,190.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/12/05,202049,25015,Hampshire County,Hampshire County,267.0,224.5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/12/12,202050,25015,Hampshire County,Hampshire County,256.0,235.5,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/12/19,202051,25015,Hampshire County,Hampshire County,293.0,252.75,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/12/26,202052,25015,Hampshire County,Hampshire County,286.0,275.5,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/02,202053,25015,Hampshire County,Hampshire County,118.0,238.25,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/09,202101,25015,Hampshire County,Hampshire County,864.0,390.25,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/16,202102,25015,Hampshire County,Hampshire County,463.0,432.75,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/23,202103,25015,Hampshire County,Hampshire County,360.0,451.25,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/30,202104,25015,Hampshire County,Hampshire County,295.0,495.5,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/02/06,202105,25015,Hampshire County,Hampshire County,566.0,421.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/02/13,202106,25015,Hampshire County,Hampshire County,472.0,423.25,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/02/20,202107,25015,Hampshire County,Hampshire County,420.0,438.25,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/02/27,202108,25015,Hampshire County,Hampshire County,274.0,433.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/03/06,202109,25015,Hampshire County,Hampshire County,264.0,357.5,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/03/13,202110,25015,Hampshire County,Hampshire County,170.0,282.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/03/20,202111,25015,Hampshire County,Hampshire County,227.0,233.75,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/03/27,202112,25015,Hampshire County,Hampshire County,191.0,213.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/04/03,202113,25015,Hampshire County,Hampshire County,237.0,206.25,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/04/10,202114,25015,Hampshire County,Hampshire County,143.0,199.5,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/04/17,202115,25015,Hampshire County,Hampshire County,183.0,188.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/04/24,202116,25015,Hampshire County,Hampshire County,128.0,172.75,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/01,202117,25015,Hampshire County,Hampshire County,78.0,133.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/08,202118,25015,Hampshire County,Hampshire County,77.0,116.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/15,202119,25015,Hampshire County,Hampshire County,48.0,82.75,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/22,202120,25015,Hampshire County,Hampshire County,36.0,59.75,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/29,202121,25015,Hampshire County,Hampshire County,18.0,44.75,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/05,202122,25015,Hampshire County,Hampshire County,5.0,26.75,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/12,202123,25015,Hampshire County,Hampshire County,10.0,17.25,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/19,202124,25015,Hampshire County,Hampshire County,2.0,8.75,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/26,202125,25015,Hampshire County,Hampshire County,15.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/03,202126,25015,Hampshire County,Hampshire County,6.0,8.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/10,202127,25015,Hampshire County,Hampshire County,8.0,7.75,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/17,202128,25015,Hampshire County,Hampshire County,16.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/24,202129,25015,Hampshire County,Hampshire County,21.0,12.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/31,202130,25015,Hampshire County,Hampshire County,33.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/06/06,202023,25021,Norfolk County,Norfolk County,610.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/06/13,202024,25021,Norfolk County,Norfolk County,171.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/06/20,202025,25021,Norfolk County,Norfolk County,123.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/06/27,202026,25021,Norfolk County,Norfolk County,142.0,261.5,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/07/04,202027,25021,Norfolk County,Norfolk County,135.0,142.75,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/07/11,202028,25021,Norfolk County,Norfolk County,180.0,145.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/07/18,202029,25021,Norfolk County,Norfolk County,218.0,168.75,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/07/25,202030,25021,Norfolk County,Norfolk County,276.0,202.25,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/01,202031,25021,Norfolk County,Norfolk County,371.0,261.25,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/08,202032,25021,Norfolk County,Norfolk County,296.0,290.25,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/15,202033,25021,Norfolk County,Norfolk County,81.0,256.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/22,202034,25021,Norfolk County,Norfolk County,163.0,227.75,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/29,202035,25021,Norfolk County,Norfolk County,153.0,173.25,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/05,202036,25021,Norfolk County,Norfolk County,86.0,120.75,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/12,202037,25021,Norfolk County,Norfolk County,212.0,153.5,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/19,202038,25021,Norfolk County,Norfolk County,206.0,164.25,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/26,202039,25021,Norfolk County,Norfolk County,162.0,166.5,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/03,202040,25021,Norfolk County,Norfolk County,269.0,212.25,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/10,202041,25021,Norfolk County,Norfolk County,311.0,237.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/17,202042,25021,Norfolk County,Norfolk County,293.0,258.75,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/24,202043,25021,Norfolk County,Norfolk County,384.0,314.25,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/31,202044,25021,Norfolk County,Norfolk County,522.0,377.5,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/11/07,202045,25021,Norfolk County,Norfolk County,697.0,474.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/11/14,202046,25021,Norfolk County,Norfolk County,971.0,643.5,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/11/21,202047,25021,Norfolk County,Norfolk County,1098.0,822.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/11/28,202048,25021,Norfolk County,Norfolk County,1067.0,958.25,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/12/05,202049,25021,Norfolk County,Norfolk County,1984.0,1280.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/12/12,202050,25021,Norfolk County,Norfolk County,1332.0,1370.25,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/12/19,202051,25021,Norfolk County,Norfolk County,2704.0,1771.75,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/12/26,202052,25021,Norfolk County,Norfolk County,1819.0,1959.75,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/02,202053,25021,Norfolk County,Norfolk County,934.0,1697.25,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/09,202101,25021,Norfolk County,Norfolk County,5298.0,2688.75,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/16,202102,25021,Norfolk County,Norfolk County,3397.0,2862.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/23,202103,25021,Norfolk County,Norfolk County,2830.0,3114.75,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/30,202104,25021,Norfolk County,Norfolk County,2530.0,3513.75,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/02/06,202105,25021,Norfolk County,Norfolk County,1773.0,2632.5,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/02/13,202106,25021,Norfolk County,Norfolk County,1362.0,2123.75,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/02/20,202107,25021,Norfolk County,Norfolk County,989.0,1663.5,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/02/27,202108,25021,Norfolk County,Norfolk County,1116.0,1310.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/03/06,202109,25021,Norfolk County,Norfolk County,861.0,1082.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/03/13,202110,25021,Norfolk County,Norfolk County,750.0,929.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/03/20,202111,25021,Norfolk County,Norfolk County,1206.0,983.25,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/03/27,202112,25021,Norfolk County,Norfolk County,929.0,936.5,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/04/03,202113,25021,Norfolk County,Norfolk County,1399.0,1071.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/04/10,202114,25021,Norfolk County,Norfolk County,866.0,1100.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/04/17,202115,25021,Norfolk County,Norfolk County,1081.0,1068.75,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/04/24,202116,25021,Norfolk County,Norfolk County,720.0,1016.5,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/01,202117,25021,Norfolk County,Norfolk County,627.0,823.5,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/08,202118,25021,Norfolk County,Norfolk County,431.0,714.75,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/15,202119,25021,Norfolk County,Norfolk County,217.0,498.75,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/22,202120,25021,Norfolk County,Norfolk County,246.0,380.25,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/29,202121,25021,Norfolk County,Norfolk County,115.0,252.25,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/05,202122,25021,Norfolk County,Norfolk County,85.0,165.75,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/12,202123,25021,Norfolk County,Norfolk County,52.0,124.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/19,202124,25021,Norfolk County,Norfolk County,35.0,71.75,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/26,202125,25021,Norfolk County,Norfolk County,40.0,53.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/03,202126,25021,Norfolk County,Norfolk County,33.0,40.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/10,202127,25021,Norfolk County,Norfolk County,89.0,49.25,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/17,202128,25021,Norfolk County,Norfolk County,89.0,62.75,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/24,202129,25021,Norfolk County,Norfolk County,179.0,97.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/31,202130,25021,Norfolk County,Norfolk County,332.0,172.25,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/06/06,202023,25023,Plymouth County,Plymouth County,488.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/06/13,202024,25023,Plymouth County,Plymouth County,131.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/06/20,202025,25023,Plymouth County,Plymouth County,98.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/06/27,202026,25023,Plymouth County,Plymouth County,85.0,200.5,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/07/04,202027,25023,Plymouth County,Plymouth County,73.0,96.75,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/07/11,202028,25023,Plymouth County,Plymouth County,68.0,81.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/07/18,202029,25023,Plymouth County,Plymouth County,66.0,73.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/07/25,202030,25023,Plymouth County,Plymouth County,99.0,76.5,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/01,202031,25023,Plymouth County,Plymouth County,140.0,93.25,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/08,202032,25023,Plymouth County,Plymouth County,119.0,106.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/15,202033,25023,Plymouth County,Plymouth County,62.0,105.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/22,202034,25023,Plymouth County,Plymouth County,155.0,119.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/29,202035,25023,Plymouth County,Plymouth County,154.0,122.5,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/05,202036,25023,Plymouth County,Plymouth County,91.0,115.5,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/12,202037,25023,Plymouth County,Plymouth County,201.0,150.25,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/19,202038,25023,Plymouth County,Plymouth County,163.0,152.25,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/26,202039,25023,Plymouth County,Plymouth County,98.0,138.25,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/03,202040,25023,Plymouth County,Plymouth County,255.0,179.25,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/10,202041,25023,Plymouth County,Plymouth County,268.0,196.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/17,202042,25023,Plymouth County,Plymouth County,401.0,255.5,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/24,202043,25023,Plymouth County,Plymouth County,494.0,354.5,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/31,202044,25023,Plymouth County,Plymouth County,496.0,414.75,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/11/07,202045,25023,Plymouth County,Plymouth County,568.0,489.75,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/11/14,202046,25023,Plymouth County,Plymouth County,696.0,563.5,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/11/21,202047,25023,Plymouth County,Plymouth County,790.0,637.5,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/11/28,202048,25023,Plymouth County,Plymouth County,878.0,733.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/12/05,202049,25023,Plymouth County,Plymouth County,1647.0,1002.75,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/12/12,202050,25023,Plymouth County,Plymouth County,2022.0,1334.25,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/12/19,202051,25023,Plymouth County,Plymouth County,2329.0,1719.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/12/26,202052,25023,Plymouth County,Plymouth County,1240.0,1809.5,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/02,202053,25023,Plymouth County,Plymouth County,1227.0,1704.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/09,202101,25023,Plymouth County,Plymouth County,4721.0,2379.25,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/16,202102,25023,Plymouth County,Plymouth County,3165.0,2588.25,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/23,202103,25023,Plymouth County,Plymouth County,2364.0,2869.25,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/30,202104,25023,Plymouth County,Plymouth County,2068.0,3079.5,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/02/06,202105,25023,Plymouth County,Plymouth County,1604.0,2300.25,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/02/13,202106,25023,Plymouth County,Plymouth County,1090.0,1781.5,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/02/20,202107,25023,Plymouth County,Plymouth County,868.0,1407.5,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/02/27,202108,25023,Plymouth County,Plymouth County,841.0,1100.75,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/03/06,202109,25023,Plymouth County,Plymouth County,679.0,869.5,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/03/13,202110,25023,Plymouth County,Plymouth County,631.0,754.75,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/03/20,202111,25023,Plymouth County,Plymouth County,1033.0,796.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/03/27,202112,25023,Plymouth County,Plymouth County,859.0,800.5,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/04/03,202113,25023,Plymouth County,Plymouth County,1289.0,953.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/04/10,202114,25023,Plymouth County,Plymouth County,835.0,1004.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/04/17,202115,25023,Plymouth County,Plymouth County,1037.0,1005.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/04/24,202116,25023,Plymouth County,Plymouth County,703.0,966.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/01,202117,25023,Plymouth County,Plymouth County,655.0,807.5,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/08,202118,25023,Plymouth County,Plymouth County,467.0,715.5,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/15,202119,25023,Plymouth County,Plymouth County,285.0,527.5,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/22,202120,25023,Plymouth County,Plymouth County,298.0,426.25,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/29,202121,25023,Plymouth County,Plymouth County,140.0,297.5,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/05,202122,25023,Plymouth County,Plymouth County,100.0,205.75,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/12,202123,25023,Plymouth County,Plymouth County,35.0,143.25,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/19,202124,25023,Plymouth County,Plymouth County,28.0,75.75,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/26,202125,25023,Plymouth County,Plymouth County,26.0,47.25,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/03,202126,25023,Plymouth County,Plymouth County,29.0,29.5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/10,202127,25023,Plymouth County,Plymouth County,62.0,36.25,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/17,202128,25023,Plymouth County,Plymouth County,62.0,44.75,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/24,202129,25023,Plymouth County,Plymouth County,182.0,83.75,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/31,202130,25023,Plymouth County,Plymouth County,332.0,159.5,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/06/06,202023,25025,Suffolk County,Suffolk County,1019.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/06/13,202024,25025,Suffolk County,Suffolk County,344.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/06/20,202025,25025,Suffolk County,Suffolk County,229.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/06/27,202026,25025,Suffolk County,Suffolk County,236.0,457.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/07/04,202027,25025,Suffolk County,Suffolk County,208.0,254.25,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/07/11,202028,25025,Suffolk County,Suffolk County,300.0,243.25,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/07/18,202029,25025,Suffolk County,Suffolk County,283.0,256.75,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/07/25,202030,25025,Suffolk County,Suffolk County,272.0,265.75,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/01,202031,25025,Suffolk County,Suffolk County,452.0,326.75,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/08,202032,25025,Suffolk County,Suffolk County,499.0,376.5,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/15,202033,25025,Suffolk County,Suffolk County,239.0,365.5,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/22,202034,25025,Suffolk County,Suffolk County,689.0,469.75,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/29,202035,25025,Suffolk County,Suffolk County,644.0,517.75,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/05,202036,25025,Suffolk County,Suffolk County,362.0,483.5,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/12,202037,25025,Suffolk County,Suffolk County,601.0,574.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/19,202038,25025,Suffolk County,Suffolk County,544.0,537.75,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/26,202039,25025,Suffolk County,Suffolk County,406.0,478.25,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/03,202040,25025,Suffolk County,Suffolk County,694.0,561.25,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/10,202041,25025,Suffolk County,Suffolk County,626.0,567.5,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/17,202042,25025,Suffolk County,Suffolk County,755.0,620.25,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/24,202043,25025,Suffolk County,Suffolk County,1096.0,792.75,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/31,202044,25025,Suffolk County,Suffolk County,1505.0,995.5,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/11/07,202045,25025,Suffolk County,Suffolk County,1508.0,1216.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/11/14,202046,25025,Suffolk County,Suffolk County,2202.0,1577.75,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0
