date,cases,deaths
2020-06-01,507.0,20.0
2020-06-02,14.0,4.0
2020-06-03,13.0,5.0
2020-06-04,12.0,4.0
2020-06-05,21.0,1.0
2020-06-06,43.0,4.0
2020-06-07,24.0,4.0
2020-06-08,2.0,3.0
2020-06-09,38.0,4.0
2020-06-10,21.0,3.0
2020-06-11,35.0,3.0
2020-06-12,33.0,6.0
2020-06-13,18.0,0.0
2020-06-14,6.0,6.0
2020-06-15,6.0,2.0
2020-06-16,20.0,1.0
2020-06-17,16.0,12.0
2020-06-18,27.0,2.0
2020-06-19,27.0,2.0
2020-06-20,21.0,1.0
2020-06-21,11.0,4.0
2020-06-22,16.0,2.0
2020-06-23,32.0,5.0
2020-06-24,14.0,4.0
2020-06-25,26.0,1.0
2020-06-26,18.0,3.0
2020-06-27,25.0,0.0
2020-06-28,26.0,0.0
2020-06-29,10.0,3.0
2020-06-30,5.0,-7.0
2020-07-01,18.0,7.0
2020-07-02,16.0,3.0
2020-07-03,42.0,1.0
2020-07-04,18.0,3.0
2020-07-05,13.0,3.0
2020-07-06,11.0,0.0
2020-07-07,22.0,1.0
2020-07-08,33.0,2.0
2020-07-09,45.0,7.0
2020-07-10,19.0,6.0
2020-07-11,37.0,1.0
2020-07-12,22.0,1.0
2020-07-13,23.0,0.0
2020-07-14,45.0,1.0
2020-07-15,30.0,3.0
2020-07-16,28.0,0.0
2020-07-17,24.0,1.0
2020-07-18,46.0,3.0
2020-07-19,41.0,1.0
2020-07-20,38.0,1.0
2020-07-21,42.0,2.0
2020-07-22,42.0,2.0
2020-07-23,28.0,2.0
2020-07-24,46.0,1.0
2020-07-25,39.0,1.0
2020-07-26,37.0,1.0
2020-07-27,42.0,0.0
2020-07-28,21.0,0.0
2020-07-29,69.0,2.0
2020-07-30,57.0,3.0
2020-07-31,76.0,2.0
2020-08-01,69.0,2.0
2020-08-02,38.0,2.0
2020-08-03,18.0,0.0
2020-08-04,86.0,3.0
2020-08-05,41.0,0.0
2020-08-06,27.0,3.0
2020-08-07,39.0,2.0
2020-08-08,47.0,1.0
2020-08-09,13.0,0.0
2020-08-10,25.0,0.0
2020-08-11,43.0,0.0
2020-08-12,0.0,0.0
2020-08-13,0.0,0.0
2020-08-14,0.0,0.0
2020-08-15,0.0,0.0
2020-08-16,0.0,0.0
2020-08-17,0.0,0.0
2020-08-18,0.0,0.0
2020-08-19,0.0,7.0
2020-08-20,0.0,0.0
2020-08-21,161.0,0.0
2020-08-22,2.0,0.0
2020-08-23,0.0,0.0
2020-08-24,40.0,1.0
2020-08-25,24.0,1.0
2020-08-26,13.0,2.0
2020-08-27,20.0,3.0
2020-08-28,28.0,3.0
2020-08-29,28.0,2.0
2020-08-30,8.0,1.0
2020-08-31,27.0,1.0
2020-09-01,17.0,0.0
2020-09-02,17.0,0.0
2020-09-03,17.0,3.0
2020-09-04,0.0,1.0
2020-09-05,0.0,0.0
2020-09-06,0.0,0.0
2020-09-07,0.0,0.0
2020-09-08,107.0,4.0
2020-09-09,12.0,0.0
2020-09-10,29.0,3.0
2020-09-11,35.0,0.0
2020-09-12,29.0,1.0
2020-09-13,23.0,3.0
2020-09-14,13.0,1.0
2020-09-15,19.0,0.0
2020-09-16,25.0,4.0
2020-09-17,43.0,4.0
2020-09-18,48.0,2.0
2020-09-19,35.0,2.0
2020-09-20,29.0,1.0
2020-09-21,21.0,1.0
2020-09-22,15.0,0.0
2020-09-23,0.0,0.0
2020-09-24,27.0,3.0
2020-09-25,28.0,3.0
2020-09-26,42.0,4.0
2020-09-27,35.0,0.0
2020-09-28,24.0,1.0
2020-09-29,37.0,2.0
2020-09-30,30.0,5.0
2020-10-01,46.0,2.0
2020-10-02,46.0,0.0
2020-10-03,51.0,3.0
2020-10-04,52.0,0.0
2020-10-05,25.0,2.0
2020-10-06,50.0,1.0
2020-10-07,24.0,3.0
2020-10-08,34.0,0.0
2020-10-09,73.0,1.0
2020-10-10,53.0,2.0
2020-10-11,32.0,2.0
2020-10-12,56.0,1.0
2020-10-13,62.0,1.0
2020-10-14,33.0,2.0
2020-10-15,33.0,0.0
2020-10-16,42.0,1.0
2020-10-17,35.0,3.0
2020-10-18,43.0,1.0
2020-10-19,48.0,2.0
2020-10-20,62.0,0.0
2020-10-21,36.0,1.0
2020-10-22,62.0,3.0
2020-10-23,61.0,2.0
2020-10-24,72.0,2.0
2020-10-25,61.0,3.0
