date,cases,deaths
2020-06-01,189.0,14.0
2020-06-02,32.0,6.0
2020-06-03,73.0,6.0
2020-06-04,55.0,11.0
2020-06-05,65.0,3.0
2020-06-06,62.0,12.0
2020-06-07,48.0,2.0
2020-06-08,15.0,4.0
2020-06-09,30.0,8.0
2020-06-10,26.0,6.0
2020-06-11,39.0,5.0
2020-06-12,79.0,4.0
2020-06-13,34.0,11.0
2020-06-14,19.0,9.0
2020-06-15,0.0,2.0
2020-06-16,15.0,2.0
2020-06-17,16.0,8.0
2020-06-18,23.0,6.0
2020-06-19,23.0,3.0
2020-06-20,26.0,2.0
2020-06-21,7.0,3.0
2020-06-22,22.0,4.0
2020-06-23,24.0,2.0
2020-06-24,5.0,7.0
2020-06-25,21.0,3.0
2020-06-26,35.0,7.0
2020-06-27,34.0,2.0
2020-06-28,22.0,1.0
2020-06-29,10.0,7.0
2020-06-30,17.0,-1.0
2020-07-01,11.0,1.0
2020-07-02,28.0,12.0
2020-07-03,31.0,0.0
2020-07-04,16.0,3.0
2020-07-05,10.0,0.0
2020-07-06,10.0,2.0
2020-07-07,17.0,0.0
2020-07-08,17.0,0.0
2020-07-09,34.0,2.0
2020-07-10,27.0,2.0
2020-07-11,16.0,2.0
2020-07-12,18.0,3.0
2020-07-13,31.0,0.0
2020-07-14,36.0,0.0
2020-07-15,31.0,2.0
2020-07-16,35.0,0.0
2020-07-17,44.0,4.0
2020-07-18,16.0,1.0
2020-07-19,28.0,1.0
2020-07-20,38.0,1.0
2020-07-21,26.0,3.0
2020-07-22,16.0,2.0
2020-07-23,27.0,0.0
2020-07-24,28.0,1.0
2020-07-25,27.0,0.0
2020-07-26,39.0,1.0
2020-07-27,25.0,0.0
2020-07-28,25.0,4.0
2020-07-29,55.0,1.0
2020-07-30,42.0,1.0
2020-07-31,44.0,0.0
2020-08-01,15.0,0.0
2020-08-02,36.0,2.0
2020-08-03,29.0,1.0
2020-08-04,71.0,0.0
2020-08-05,31.0,0.0
2020-08-06,17.0,3.0
2020-08-07,23.0,3.0
2020-08-08,29.0,0.0
2020-08-09,31.0,2.0
2020-08-10,16.0,1.0
2020-08-11,37.0,2.0
2020-08-12,0.0,0.0
2020-08-13,0.0,0.0
2020-08-14,0.0,0.0
2020-08-15,0.0,0.0
2020-08-16,0.0,0.0
2020-08-17,0.0,0.0
2020-08-18,0.0,0.0
2020-08-19,0.0,7.0
2020-08-20,0.0,1.0
2020-08-21,156.0,0.0
2020-08-22,4.0,5.0
2020-08-23,0.0,0.0
2020-08-24,35.0,0.0
2020-08-25,18.0,2.0
2020-08-26,21.0,1.0
2020-08-27,29.0,2.0
2020-08-28,28.0,2.0
2020-08-29,45.0,0.0
2020-08-30,13.0,2.0
2020-08-31,33.0,0.0
2020-09-01,34.0,0.0
2020-09-02,34.0,0.0
2020-09-03,34.0,0.0
2020-09-04,0.0,2.0
2020-09-05,0.0,1.0
2020-09-06,0.0,2.0
2020-09-07,0.0,3.0
2020-09-08,157.0,1.0
2020-09-09,9.0,0.0
2020-09-10,30.0,2.0
2020-09-11,30.0,1.0
2020-09-12,26.0,2.0
2020-09-13,21.0,0.0
2020-09-14,18.0,1.0
2020-09-15,22.0,1.0
2020-09-16,34.0,0.0
2020-09-17,58.0,2.0
2020-09-18,43.0,3.0
2020-09-19,46.0,3.0
2020-09-20,42.0,2.0
2020-09-21,23.0,0.0
2020-09-22,15.0,1.0
2020-09-23,0.0,0.0
2020-09-24,32.0,6.0
2020-09-25,31.0,3.0
2020-09-26,55.0,1.0
2020-09-27,37.0,0.0
2020-09-28,32.0,1.0
2020-09-29,24.0,0.0
2020-09-30,40.0,4.0
2020-10-01,47.0,1.0
2020-10-02,65.0,0.0
2020-10-03,43.0,0.0
2020-10-04,32.0,1.0
2020-10-05,29.0,3.0
2020-10-06,46.0,3.0
2020-10-07,37.0,6.0
2020-10-08,29.0,1.0
2020-10-09,59.0,1.0
2020-10-10,44.0,1.0
2020-10-11,44.0,3.0
2020-10-12,71.0,3.0
2020-10-13,69.0,1.0
2020-10-14,38.0,0.0
2020-10-15,51.0,2.0
2020-10-16,36.0,2.0
2020-10-17,55.0,2.0
2020-10-18,66.0,0.0
2020-10-19,61.0,1.0
2020-10-20,80.0,0.0
2020-10-21,44.0,1.0
2020-10-22,164.0,2.0
2020-10-23,117.0,0.0
2020-10-24,117.0,2.0
2020-10-25,150.0,4.0
2020-10-26,160.0,2.0
2020-10-27,108.0,0.0
2020-10-28,181.0,7.0
2020-10-29,171.0,2.0
2020-10-30,195.0,5.0
2020-10-31,175.0,4.0
2020-11-01,104.0,2.0
2020-11-02,105.0,1.0
2020-11-03,93.0,2.0
2020-11-04,229.0,3.0
2020-11-05,201.0,2.0
2020-11-06,217.0,0.0
2020-11-07,219.0,2.0
2020-11-08,189.0,1.0
2020-11-09,106.0,3.0
2020-11-10,292.0,3.0
2020-11-11,364.0,4.0
2020-11-12,246.0,1.0
2020-11-13,321.0,4.0
2020-11-14,329.0,3.0
2020-11-15,196.0,7.0
2020-11-16,227.0,6.0
2020-11-17,251.0,2.0
2020-11-18,394.0,8.0
2020-11-19,337.0,6.0
2020-11-20,209.0,4.0
2020-11-21,391.0,2.0
2020-11-22,300.0,1.0
2020-11-23,209.0,2.0
2020-11-24,184.0,4.0
2020-11-25,341.0,7.0
2020-11-26,0.0,0.0
2020-11-27,501.0,2.0
2020-11-28,298.0,3.0
2020-11-29,170.0,7.0
2020-11-30,83.0,3.0
2020-12-01,217.0,6.0
2020-12-02,530.0,6.0
2020-12-03,817.0,5.0
2020-12-04,451.0,4.0
2020-12-05,491.0,8.0
2020-12-06,409.0,5.0
2020-12-07,278.0,6.0
2020-12-08,276.0,10.0
2020-12-09,884.0,11.0
2020-12-10,441.0,4.0
2020-12-11,683.0,12.0
2020-12-12,487.0,15.0
2020-12-13,386.0,5.0
2020-12-14,277.0,8.0
2020-12-15,459.0,0.0
2020-12-16,661.0,16.0
2020-12-17,451.0,2.0
2020-12-18,513.0,10.0
2020-12-19,563.0,4.0
2020-12-20,350.0,2.0
2020-12-21,843.0,0.0
2020-12-22,248.0,0.0
2020-12-23,0.0,0.0
2020-12-24,0.0,21.0
2020-12-25,0.0,-21.0
2020-12-26,0.0,0.0
2020-12-27,0.0,0.0
2020-12-28,-589.0,5.0
2020-12-29,430.0,47.0
2020-12-30,634.0,12.0
2020-12-31,749.0,12.0
2021-01-01,0.0,0.0
2021-01-02,1066.0,8.0
2021-01-03,353.0,10.0
2021-01-04,428.0,7.0
2021-01-05,2764.0,11.0
2021-01-06,744.0,16.0
2021-01-07,718.0,9.0
2021-01-08,836.0,10.0
2021-01-09,879.0,16.0
2021-01-10,686.0,6.0
2021-01-11,0.0,0.0
2021-01-12,1078.0,12.0
2021-01-13,609.0,9.0
2021-01-14,641.0,11.0
2021-01-15,495.0,9.0
2021-01-16,595.0,6.0
2021-01-17,459.0,12.0
2021-01-18,415.0,14.0
2021-01-19,327.0,5.0
2021-01-20,408.0,9.0
2021-01-21,498.0,5.0
2021-01-22,592.0,10.0
2021-01-23,462.0,10.0
2021-01-24,439.0,7.0
2021-01-25,358.0,8.0
2021-01-26,279.0,6.0
2021-01-27,300.0,12.0
2021-01-28,443.0,3.0
2021-01-29,323.0,13.0
2021-01-30,445.0,8.0
2021-01-31,275.0,8.0
2021-02-01,239.0,3.0
2021-02-02,285.0,6.0
2021-02-03,0.0,0.0
