date,cases,deaths
2020-06-01,22.0,0.0
2020-06-02,0.0,0.0
2020-06-03,0.0,0.0
2020-06-04,2.0,0.0
2020-06-05,3.0,0.0
2020-06-06,2.0,0.0
2020-06-07,1.0,0.0
2020-06-08,0.0,1.0
2020-06-09,0.0,0.0
2020-06-10,0.0,0.0
2020-06-11,1.0,0.0
2020-06-12,0.0,1.0
2020-06-13,3.0,0.0
2020-06-14,0.0,0.0
2020-06-15,0.0,0.0
2020-06-16,0.0,0.0
2020-06-17,4.0,0.0
2020-06-18,2.0,0.0
2020-06-19,1.0,2.0
2020-06-20,1.0,0.0
2020-06-21,4.0,0.0
2020-06-22,1.0,0.0
2020-06-23,0.0,0.0
2020-06-24,0.0,0.0
2020-06-25,0.0,0.0
2020-06-26,1.0,0.0
2020-06-27,2.0,0.0
2020-06-28,0.0,0.0
2020-06-29,0.0,0.0
2020-06-30,0.0,0.0
2020-07-01,3.0,0.0
2020-07-02,3.0,0.0
2020-07-03,2.0,1.0
2020-07-04,0.0,0.0
2020-07-05,0.0,0.0
2020-07-06,2.0,0.0
2020-07-07,0.0,0.0
2020-07-08,0.0,0.0
2020-07-09,5.0,0.0
2020-07-10,1.0,0.0
2020-07-11,1.0,0.0
2020-07-12,2.0,0.0
2020-07-13,2.0,0.0
2020-07-14,0.0,0.0
2020-07-15,0.0,0.0
2020-07-16,1.0,0.0
2020-07-17,2.0,0.0
2020-07-18,4.0,0.0
2020-07-19,1.0,0.0
2020-07-20,1.0,0.0
2020-07-21,1.0,0.0
2020-07-22,1.0,0.0
2020-07-23,3.0,0.0
2020-07-24,7.0,0.0
2020-07-25,2.0,0.0
2020-07-26,5.0,0.0
2020-07-27,2.0,0.0
2020-07-28,2.0,0.0
2020-07-29,1.0,0.0
2020-07-30,0.0,1.0
2020-07-31,5.0,0.0
2020-08-01,1.0,0.0
2020-08-02,3.0,0.0
2020-08-03,0.0,0.0
2020-08-04,4.0,0.0
2020-08-05,3.0,0.0
2020-08-06,2.0,0.0
2020-08-07,1.0,0.0
2020-08-08,0.0,0.0
2020-08-09,1.0,0.0
2020-08-10,0.0,0.0
2020-08-11,-1.0,0.0
2020-08-12,0.0,0.0
2020-08-13,0.0,0.0
