date,cases,deaths
2020-06-01,112.0,2.0
2020-06-02,6.0,0.0
2020-06-03,5.0,3.0
2020-06-04,8.0,0.0
2020-06-05,3.0,2.0
2020-06-06,4.0,0.0
2020-06-07,6.0,0.0
2020-06-08,2.0,0.0
2020-06-09,4.0,0.0
2020-06-10,5.0,4.0
2020-06-11,7.0,0.0
2020-06-12,5.0,0.0
2020-06-13,7.0,1.0
2020-06-14,1.0,2.0
2020-06-15,2.0,0.0
2020-06-16,5.0,1.0
2020-06-17,3.0,2.0
2020-06-18,5.0,2.0
2020-06-19,6.0,1.0
2020-06-20,5.0,0.0
2020-06-21,2.0,1.0
2020-06-22,2.0,1.0
2020-06-23,6.0,2.0
2020-06-24,2.0,0.0
2020-06-25,0.0,1.0
2020-06-26,5.0,2.0
2020-06-27,1.0,0.0
2020-06-28,1.0,1.0
2020-06-29,3.0,1.0
2020-06-30,3.0,-1.0
2020-07-01,4.0,1.0
2020-07-02,5.0,2.0
2020-07-03,6.0,1.0
2020-07-04,0.0,1.0
2020-07-05,4.0,0.0
2020-07-06,4.0,1.0
2020-07-07,0.0,0.0
2020-07-08,2.0,0.0
2020-07-09,3.0,0.0
2020-07-10,4.0,1.0
2020-07-11,4.0,0.0
2020-07-12,4.0,0.0
2020-07-13,4.0,0.0
2020-07-14,4.0,1.0
2020-07-15,7.0,0.0
2020-07-16,3.0,0.0
2020-07-17,7.0,1.0
2020-07-18,9.0,1.0
2020-07-19,10.0,0.0
2020-07-20,13.0,0.0
2020-07-21,4.0,0.0
2020-07-22,5.0,0.0
2020-07-23,24.0,1.0
2020-07-24,12.0,0.0
2020-07-25,4.0,0.0
2020-07-26,9.0,0.0
2020-07-27,5.0,0.0
2020-07-28,20.0,0.0
2020-07-29,13.0,0.0
2020-07-30,11.0,1.0
2020-07-31,3.0,0.0
2020-08-01,10.0,0.0
2020-08-02,2.0,1.0
2020-08-03,7.0,0.0
2020-08-04,6.0,0.0
2020-08-05,8.0,0.0
2020-08-06,5.0,0.0
2020-08-07,11.0,0.0
2020-08-08,4.0,1.0
2020-08-09,2.0,0.0
2020-08-10,2.0,0.0
2020-08-11,1.0,0.0
2020-08-12,0.0,0.0
2020-08-13,0.0,0.0
2020-08-14,0.0,0.0
2020-08-15,0.0,0.0
2020-08-16,0.0,0.0
2020-08-17,0.0,0.0
2020-08-18,0.0,0.0
2020-08-19,0.0,6.0
2020-08-20,0.0,0.0
2020-08-21,14.0,0.0
2020-08-22,0.0,0.0
2020-08-23,0.0,0.0
2020-08-24,2.0,0.0
2020-08-25,6.0,0.0
2020-08-26,3.0,1.0
2020-08-27,4.0,0.0
2020-08-28,7.0,0.0
2020-08-29,5.0,0.0
2020-08-30,9.0,0.0
2020-08-31,5.0,0.0
2020-09-01,6.0,0.0
2020-09-02,6.0,0.0
2020-09-03,6.0,1.0
2020-09-04,0.0,2.0
2020-09-05,0.0,1.0
2020-09-06,0.0,0.0
2020-09-07,0.0,0.0
2020-09-08,16.0,0.0
2020-09-09,1.0,0.0
2020-09-10,4.0,-1.0
2020-09-11,0.0,1.0
2020-09-12,9.0,0.0
2020-09-13,6.0,0.0
2020-09-14,1.0,1.0
2020-09-15,4.0,0.0
2020-09-16,3.0,1.0
2020-09-17,3.0,0.0
2020-09-18,4.0,0.0
2020-09-19,8.0,1.0
2020-09-20,1.0,0.0
2020-09-21,7.0,0.0
2020-09-22,1.0,1.0
2020-09-23,0.0,0.0
2020-09-24,8.0,1.0
2020-09-25,8.0,0.0
2020-09-26,14.0,0.0
2020-09-27,7.0,0.0
2020-09-28,9.0,0.0
2020-09-29,13.0,0.0
2020-09-30,7.0,0.0
2020-10-01,13.0,0.0
2020-10-02,8.0,0.0
2020-10-03,11.0,0.0
2020-10-04,6.0,0.0
2020-10-05,3.0,0.0
2020-10-06,5.0,0.0
2020-10-07,5.0,1.0
2020-10-08,12.0,0.0
2020-10-09,6.0,0.0
