1026,2219
3195,4643
1311,2031
2702,3445
2121,2858
2576,4767
1058,1097
2302,2303
2087,3743
2666,2961
4626,4628
3256,3257
1406,4684
1376,1377
2718,2719
2485,2486
369,370
1223,2872
4493,4496
3255,4497
2585,4910
1251,1252
640,4624
2015,2016
2578,4173
12,1908
1893,1894
1283,1284
4780,4919
3586,3599
4678,4679
1766,2379
2360,2362
2575,2576
2930,3923
3983,3984
4397,4398
2787,3415
2680,4338
267,268
1578,2327
1284,1285
2292,2293
797,3218
4625,4626
4106,4107
1897,1996
963,964
4285,4286
3846,3847
1247,1248
2451,2452
3049,4272
567,1292
746,747
1283,1287
2372,2373
2290,4871
2358,2359
329,330
1681,3887
2811,2812
843,3600
2138,2139
2160,2161
721,3232
469,470
2271,4912
3039,3040
4400,4401
2158,2159
156,4135
2880,3291
2066,4056
1952,1953
1232,1233
19,2532
2491,2492
2382,3192
2280,3750
4445,4446
841,2662
2860,2861
601,1475
1691,3679
1238,4017
2964,4437
1581,1582
801,804
3721,3722
149,3428
2399,2400
681,4892
755,3404
3975,3976
170,171
2367,2921
3858,3859
1185,2744
350,1027
1608,3946
3678,4526
3067,3068
1583,1584
1482,4499
3247,3248
18,19
4139,4205
1648,1649
179,180
2741,4790
910,911
3129,4176
1154,1155
3590,3591
21,4989
3029,3030
3681,3682
2613,3458
2738,4892
3981,4437
2080,4480
3129,3130
853,854
1591,1592
3590,3592
2448,4629
23,1296
1700,1701
635,636
2175,2176
3208,4557
1016,4780
2161,2162
2203,2204
1908,1909
970,3093
923,3176
1793,2862
2758,2759
3407,3408
564,565
3013,3014
2666,3232
4625,4627
117,2925
3079,3946
1802,2218
120,121
2715,2716
2884,2885
3859,4564
4254,4255
3893,4646
4510,4511
406,407
1484,1485
861,863
3891,3892
1825,1826
1255,1383
2313,4314
2429,2430
2477,2478
1821,3415
1352,4882
4340,4341
368,3400
3870,4029
3995,3997
4525,4526
1577,1579
882,2300
654,1216
689,690
3988,3989
740,2642
2094,4230
2451,2455
763,2041
1793,2170
3600,3961
298,4517
3631,4277
2402,2404
569,570
2139,2140
136,138
1812,1813
1283,1285
3796,3797
365,1831
4483,4485
363,364
3419,3420
250,2069
3541,3542
1125,3006
2741,3608
4550,4551
2360,2361
22,902
122,3430
1741,1744
2648,2649
1721,1813
4283,4284
1352,1475
1617,3298
1408,4504
3436,4074
2531,4340
363,4201
2215,2216
779,780
1781,3735
3191,3192
4681,4682
4857,4858
2537,4675
2991,3195
1465,3383
2707,2708
3800,3802
2960,3298
533,2905
2449,2450
1079,3096
3172,4815
1515,2093
7,1315
3261,3262
2452,2455
1153,1154
1313,4803
4873,4874
3679,4459
502,1233
1667,1668
3369,3370
4708,4709
4625,4628
1732,3757
2867,4022
748,749
1153,1155
4283,4286
1486,4913
4387,4388
3657,3658
2352,2353
979,1933
2007,2830
773,1517
1255,3791
1728,2165
2704,2705
1800,3640
994,1378
635,1965
4929,4930
2914,2915
129,333
