1598,2248
195,197
2632,2633
809,1003
598,2636
1797,4187
3713,3714
4842,4843
1545,4168
249,4409
557,4289
1436,2606
736,4957
3961,4290
2526,3878
4568,4569
238,2584
4493,4494
791,4544
2309,2310
2413,4908
3805,4515
4958,4959
941,1248
2739,3987
2607,2609
4103,4105
1158,4507
3083,4046
78,79
89,90
3405,3582
1032,1033
4063,4064
1436,1437
2121,4417
387,3982
869,4259
2398,2399
1517,1518
240,241
3064,3336
2085,2086
1127,4862
775,776
3317,3630
975,2010
2413,2414
3562,3563
3688,3689
4618,4619
2769,2770
1724,4539
4490,4491
108,109
972,2650
887,888
4055,4056
1257,1663
722,3448
271,1817
1638,1639
753,1080
2679,2680
1883,1884
261,262
4917,4919
407,408
2541,3617
495,496
367,4911
4564,4602
4867,4868
3065,3325
1711,4170
397,398
692,3754
1534,1536
1082,2691
2390,2391
1334,2056
671,1314
181,2086
2681,2682
2151,2152
958,1146
1251,2707
1948,4573
1343,1357
1301,2677
4245,4246
1924,4892
1564,2851
484,485
2125,4828
2739,2921
973,4244
1672,2285
1916,3772
4305,4306
2616,2617
489,4055
2445,2446
244,896
3864,3866
1319,2041
2770,2771
1534,2813
2050,3347
3708,3709
3430,4230
612,2631
4911,4913
4788,4789
2953,3545
4044,4045
1317,1319
2402,2403
2150,2151
4969,4970
538,3007
3311,4820
4679,4905
4708,4709
1701,2289
2530,4644
1284,2180
1115,1594
4697,4698
1156,1888
2117,2118
4887,4888
981,982
1319,2924
2482,2809
4503,4505
1411,1606
544,545
574,575
4365,4366
3330,3331
2158,2159
592,3508
1399,2995
782,1251
910,4867
326,327
2625,2626
252,4918
4130,4131
25,2052
2383,4236
787,790
233,234
1901,1902
3957,3958
403,3100
2863,3454
94,1736
3221,3222
4603,4604
80,2361
924,925
3769,3770
3502,3862
910,4211
3055,3662
1195,1196
840,4149
4407,4858
2027,2028
2151,3242
1484,3032
2068,2069
347,1453
3392,3415
1177,1597
4287,4293
4850,4851
3659,4941
1879,2845
4342,4343
2112,2113
2302,3674
3200,3201
1201,4246
721,722
1906,3900
4896,4898
1550,2919
867,4752
4118,4120
4454,4455
3253,3254
283,284
20,2402
4432,4434
2756,2757
1198,2270
763,2519
3232,4471
132,3772
3987,3988
474,475
2963,2964
1320,1321
1130,3074
4135,4136
966,1348
4406,4407
2856,2857
125,4666
2282,2283
4704,4705
2440,4935
4516,4517
2435,2502
1212,4436
541,4261
2428,4204
121,122
88,1573
1480,2458
3002,4904
2081,3497
1962,1963
2968,4583
3813,3814
4275,4276
1542,1543
2662,2871
214,4277
23,24
2386,4094
2519,3884
4723,4724
4065,4580
110,338
886,2621
3023,3024
1406,2190
2296,4862
205,3140
1692,3887
1091,1092
1118,1119
4324,4734
62,89
682,683
499,1919
1091,1991
2125,2126
