2298,2299
1218,2069
1223,2975
2009,2010
2388,2389
132,3633
124,3416
431,2513
204,205
1888,1889
651,2950
3523,3677
1621,1622
1542,3773
1053,1542
1235,3603
3920,3921
3516,3741
2886,2887
4886,4887
1664,1667
3905,3907
1175,2521
4537,4586
2240,2241
4760,4761
1896,1898
133,3312
1209,2769
2169,2170
1015,4717
2512,2513
2060,4260
1783,1784
112,3521
3051,3052
1169,4205
3169,3170
943,1024
868,871
1605,1608
3317,3318
1715,2283
153,1859
1459,4137
615,3073
934,1185
641,4669
753,4717
315,3897
3199,3200
145,146
3294,3295
1452,1455
2434,4235
1249,1250
2371,2372
408,1164
2380,2381
4003,4004
3180,3181
4123,4124
2025,4418
3392,3393
2045,2046
3552,3553
1682,2675
227,1625
1441,2232
2171,4932
4250,4251
4527,4528
3709,3710
4310,4312
2091,3517
3718,3719
2658,2659
2577,2578
2012,2014
691,692
1770,1778
3156,3157
1497,1498
4100,4101
2791,2793
525,3057
3275,3277
133,860
4277,4278
3021,3022
2146,4906
2150,3006
773,3346
1510,1511
3187,3188
1590,1591
1148,1149
331,334
4153,4154
1434,3721
3859,4440
3091,3093
1756,1757
4120,4122
2324,2327
2958,2959
1623,2197
818,1215
4372,4373
1708,1709
524,1272
4368,4571
1092,4553
3079,3762
1073,2755
2818,2819
4292,4293
1922,1923
789,1232
1389,1773
3753,4260
2314,3279
1237,1762
3211,3212
120,122
4166,4451
1301,1302
2701,2703
1211,1837
2041,2042
2722,3905
4763,4764
2103,2658
4407,4408
3916,3917
1951,4184
3029,3030
3755,3756
2570,3041
1449,2578
4764,4765
1059,1060
3578,3580
894,4301
3285,4933
871,2154
1823,1825
2875,2877
2862,3874
1894,1895
4333,4565
2826,2828
3186,3187
3956,3957
26,27
2394,2395
1131,4717
598,599
3060,4589
976,1696
1734,1735
4553,4554
3430,3431
3361,4953
1259,1260
1362,1363
151,2046
2029,2030
14,2560
2144,2145
1871,4004
1902,1904
1903,1904
975,1668
1997,1998
2185,2650
3597,4603
1928,3067
2045,2626
2538,2539
4058,4059
748,2857
1660,4189
3940,4717
3738,3740
2158,2159
328,4901
1689,1690
3391,3392
1449,1450
1561,1563
377,4458
392,2932
2266,2414
3245,3246
3165,3166
4294,4502
2838,4001
1569,2974
2651,4151
2815,4961
4395,4396
1188,2151
1857,1858
1164,2972
3243,3244
3256,3349
4710,4784
2806,2807
913,914
2233,2234
2374,2587
2932,2933
1172,2098
3741,3742
3396,3397
1649,1849
2425,2426
1364,1365
2381,2382
1849,1850
1710,1711
3066,3067
2015,3033
3058,3060
1112,4400
1000,1001
1818,2959
4739,4740
1296,3949
1708,3765
4587,4588
33,4183
187,929
1536,4027
4284,4925
1388,1389
3765,3766
3433,3434
4835,4838
2021,2241
1548,1871
1789,1792
2194,3394
3971,4990
1902,1903
4674,4675
168,2974
2931,2932
3499,3500
1692,1693
1012,2587
1779,1780
401,1086
780,805
3724,3725
995,4817
3857,3858
3975,3976
2884,3877
4445,4448
3655,3656
3727,3988
3186,3188
2171,3033
1559,1560
234,2453
237,1823
1928,4800
664,667
1586,2925
3199,3201
1513,4979
4837,4839
6,1922
784,3929
3078,3920
135,3309
2490,3242
3991,3992
2185,3095
451,452
4592,4593
3965,3966
1634,1635
1478,4910
1410,1411
4427,4429
1558,1560
3077,3078
1361,1674
3570,3571
1407,1408
3891,3892
2524,2525
266,269
1908,2587
808,2388
4488,4489
3030,4345
3032,3033
1789,3584
578,1888
1261,1262
1827,3078
688,690
3363,4872
1794,1795
2133,3794
746,1289
2328,2331
1684,4568
3449,4566
3989,3990
4112,4248
1029,3416
1104,4729
3200,3201
473,4874
1043,2677
1822,4313
240,241
4404,4405
1673,1675
3123,4153
4565,4568
2995,2996
2542,3157
1932,1933
1125,2150
1988,3339
866,3446
2773,2774
2296,2298
829,3678
2370,4776
900,901
43,44
3934,3935
3064,3065
1558,1559
2655,3144
277,2354
2888,2889
294,2734
1409,2799
1759,2668
2531,2533
3944,3945
3975,4725
3693,3694
424,4555
