1230,2905
3135,3171
2233,4164
3907,4881
796,797
1927,1928
4578,4579
1519,2363
2448,4417
1056,1057
4468,4469
4022,4023
4852,4853
2747,2749
303,304
1915,1916
4032,4389
2287,4956
2473,3683
2504,2996
1765,2580
755,756
893,2898
3536,3537
4097,4098
4662,4664
777,778
4152,4153
3094,3095
3306,3307
188,2326
2115,4898
3605,4880
1833,1834
1972,1973
2821,2822
1559,3573
2492,2493
2270,2271
702,2957
603,894
3288,4317
1688,1689
3885,4708
677,4725
1644,1645
181,2143
4426,4427
2269,2271
3630,4975
2990,3052
3287,3288
2997,4838
997,998
1784,2797
1698,4163
2793,2794
4610,4611
1378,1593
2108,2110
4315,4316
1406,1407
1105,1106
922,923
1814,4573
631,1394
1244,4902
717,718
2094,4910
1378,4347
562,2904
2019,3007
1066,1937
1154,1817
486,1127
2012,3817
2362,2364
2259,2260
3553,3554
229,1986
4659,4660
522,524
5,2940
2648,2649
3669,3670
1472,1473
2413,2414
3572,3573
1979,2672
874,3430
1582,2213
504,505
898,1387
2575,2576
833,2484
2019,2086
4555,4556
378,2626
1882,1884
4,2874
328,329
754,755
1843,2967
1188,3888
763,764
4023,4024
992,993
1957,3053
727,1193
1366,1367
1169,1171
1871,1873
4740,4741
2984,3391
2689,2690
3945,4272
2559,2560
3338,3340
4931,4932
540,4333
4514,4515
4456,4457
4758,4759
569,1277
561,2466
2236,3940
1519,4671
2655,2658
1555,1556
2836,4493
4221,4222
2411,4366
3350,3351
4412,4413
772,773
2226,2227
2971,2972
3219,4119
2138,2139
4991,4992
295,296
299,4376
3302,3304
2259,4625
2418,2419
585,2856
2379,4237
1219,3708
2615,2616
1102,4794
565,568
3882,3883
3500,3501
4511,4512
754,756
2333,3940
1871,1872
563,583
4663,4664
639,640
4568,4569
4347,4348
4352,4353
678,2125
4274,4328
424,425
2260,2292
722,3475
3302,3303
2679,4170
935,3973
3275,4887
3808,3809
1413,3378
4352,4354
668,3651
3307,3308
3794,3795
1408,2601
1431,1432
53,2551
3887,3888
2269,2270
32,3810
2112,2113
3280,3281
3980,4555
1689,1690
3427,3428
2185,2186
4676,4677
2761,2762
4353,4354
1087,1350
2543,2544
1877,1878
2249,3328
2155,4568
1337,4290
1883,1884
3764,4123
687,688
905,906
2844,3995
1682,1683
1124,3160
3168,3169
3927,3928
1063,4605
3611,3612
1523,3262
1941,1942
2120,3907
936,4491
2397,4062
2947,4057
4424,4425
1872,1873
1444,1445
4253,4254
1707,1708
4818,4819
1505,1506
2676,3133
3947,3948
583,2444
1056,4231
1715,3702
3283,4636
3351,3352
980,4222
1317,1318
3753,3754
1979,3499
2934,2935
4121,4122
4331,4332
3677,4796
4177,4178
4349,4618
3374,3375
931,3940
1090,1274
2003,2004
1973,1975
961,962
