1395,1925
925,926
1028,3527
3121,3122
2790,2792
636,769
4004,4005
3256,3971
793,4957
1405,2552
4162,4163
2836,4834
242,243
2655,3843
2953,4168
625,626
969,4468
3117,3118
682,684
3826,4157
4051,4052
1352,2299
4427,4947
1253,1254
1914,1915
132,4280
1392,4641
637,4117
2287,4307
204,1150
2045,2046
3419,3422
4816,4819
4067,4068
758,759
3355,4004
4675,4676
182,965
1752,1753
3021,4417
2760,2761
4509,4510
2336,3495
1929,3454
4700,4701
4664,4665
3845,4837
827,3963
2546,4720
925,2606
1220,2203
2167,3404
376,395
4785,4786
3926,3927
757,3443
1788,3217
1127,3382
348,2055
553,554
1768,1769
45,3479
1608,4080
4943,4944
4635,4636
2821,2822
1897,2950
3804,4502
4627,4628
3097,3098
1241,1242
1398,1459
1176,1177
1927,1929
3489,3490
3510,3511
1329,4019
876,2783
1740,2882
2054,2648
1096,1098
4489,4490
1060,1061
336,3216
4524,4525
2835,2910
3098,3099
391,3571
750,751
4426,4427
1402,1503
1289,3334
3534,4920
488,4249
452,3489
2059,2253
1592,1593
1275,4166
2953,2954
4775,4783
2164,2165
164,1606
3654,3655
3933,3934
1742,1744
4620,4621
146,665
2526,2527
1320,2244
1935,4044
1154,1155
3310,3734
1714,1715
1775,1852
2699,2865
4524,4526
358,359
703,705
2283,2397
3060,3886
3745,4921
1090,3063
2396,2397
3154,3155
36,1750
1512,1513
1285,2083
4946,4947
3261,3957
3928,3932
1279,1280
461,4351
476,1741
3379,3380
818,4641
1177,4851
4065,4066
2192,2193
4689,4690
1927,1928
1836,2804
3670,3672
156,2582
812,4381
1796,2988
1393,1394
3351,3352
3234,3235
1817,2906
1315,1318
1435,1437
1608,4208
401,402
1929,1930
2385,2390
632,633
1174,2956
4596,4966
3044,3045
2742,3760
2840,2841
869,3388
3236,4165
479,4080
2941,2942
521,522
3903,3906
4094,4095
375,827
286,288
4366,4367
2750,2751
375,4358
3574,3575
2174,2176
3090,3212
3581,3582
1006,1007
2035,4205
3998,3999
2165,3904
3565,3567
4289,4290
2703,4622
4835,4836
2010,2011
3257,3258
2858,2859
1847,1951
3094,3095
2740,2741
1696,1697
3063,3064
3681,3683
3072,3073
3857,4796
4605,4606
2478,4114
633,3796
1437,1438
579,4158
3280,3281
4337,4338
4909,4910
596,3065
546,549
1584,4980
3240,4442
3354,3618
1909,2437
2397,3450
1359,1360
685,686
3703,4961
4033,4034
3422,3426
4519,4520
465,608
4784,4785
2080,4846
4378,4381
277,1536
2531,2532
2390,2392
4781,4784
760,761
2958,3787
4387,4388
3618,3620
4445,4816
3359,4315
1327,1859
4047,4986
4592,4593
601,813
2901,2902
2149,3251
3564,4396
2774,3986
1712,1853
236,237
4640,4642
2312,2313
966,4511
50,1275
3524,3525
1360,2254
2827,2828
799,800
419,4133
930,2485
1930,1931
1896,1897
4309,4310
4965,4966
2209,4996
4956,4957
3287,4404
1006,2848
331,987
3600,3601
3096,4636
4369,4371
1410,2465
1976,4880
3810,3811
906,907
3966,3967
1291,3578
4796,4797
3675,3919
2786,2787
3249,3250
1779,1780
3970,4166
1934,1935
1335,4473
533,4746
3197,4966
1560,1561
2461,2462
3619,3620
3618,3619
4777,4778
2822,2823
3172,3173
52,53
3735,3736
986,1903
2764,2765
1151,2626
1247,1250
1403,3037
1044,1045
861,1793
4002,4003
259,1934
2428,3130
4059,4060
4214,4215
3281,3282
3674,4937
1658,1659
3038,3039
758,764
2071,3244
4590,4591
3408,3409
3640,3641
1130,1955
269,270
3007,3008
1397,4537
1776,3164
3970,3971
2646,2647
4320,4324
1977,1978
2819,2820
3111,3112
1750,1959
2362,2363
688,889
620,621
1753,4265
1667,1668
2070,2071
4599,4600
1381,3058
547,548
414,3424
2739,2740
829,1405
4010,4011
622,623
2521,3758
3658,3659
1373,1374
295,296
2235,2590
4767,4768
930,1512
3040,3457
2363,2364
1938,4566
4080,4084
3368,3369
3197,3654
3112,3325
1030,2164
336,522
492,3642
4467,4469
2516,4180
1928,1929
524,4304
2071,4905
858,870
88,539
571,4486
1733,1734
1855,2035
3890,3892
3623,3835
2883,2884
4782,4784
333,774
730,3538
1791,1792
709,710
3636,4431
2089,3969
3767,3901
2893,2894
829,941
698,4796
2102,2104
2766,4794
417,1039
362,4636
1602,4797
3017,3020
2413,2414
261,925
340,895
4782,4783
956,958
3281,3283
4178,4179
1127,4651
3836,3837
2518,2682
4084,4085
3685,3686
1380,1381
2782,2783
340,1199
2870,4552
1857,1858
4234,4235
1413,4834
983,984
2910,4637
1498,1679
356,357
4175,4176
2696,2697
1988,1989
4781,4782
3870,4070
833,1056
2746,2988
2289,2290
1626,3153
2116,2117
2821,2823
1348,1495
1776,4697
3141,3142
545,3647
4018,4315
377,3169
1808,1809
2662,2663
2994,2995
4330,4331
270,1597
1405,3536
3609,4003
3786,3791
938,4363
1435,1438
3980,3981
1908,3558
