4153,7896
29306,29307
7923,7924
15751,15753
5111,27499
3588,16023
23857,23858
13531,13533
1549,19712
5437,27209
3880,23144
27216,27219
8878,12344
6077,9823
8584,8585
2537,28538
12103,15888
3417,26229
7379,15166
12943,29661
11253,11254
18557,29397
14488,24842
14124,28344
5877,19913
11096,13354
13685,22384
13865,13866
25459,25460
25389,25390
18789,20789
28766,28767
27436,27440
28926,28928
12502,12503
7859,18423
16956,24649
25708,25710
5400,5401
9068,26401
13304,13308
7253,7263
14214,18542
7519,7522
26996,26997
5761,19249
4286,15659
28987,28988
6068,26282
913,8221
18072,18073
14501,14502
9809,12253
7489,7490
22716,22718
2819,2820
10119,22774
2634,2635
7475,18818
5379,18609
27342,27343
15082,28306
6509,8187
9281,11827
26379,26380
16424,16425
19102,19104
13872,20221
18356,18357
361,362
21983,21984
16741,16742
16261,24348
12104,23858
15318,15319
8276,8279
29970,29972
11519,25722
28536,28539
3289,10640
6936,8271
15259,15260
8771,12264
6584,17266
3991,3994
1568,20897
17615,17618
17898,17904
17449,28327
11330,11349
12538,21963
14463,17542
6736,6737
2425,5146
3832,17551
3736,10405
19490,19912
6539,6541
417,418
15823,19176
17364,22897
2211,16584
29722,29724
6146,26137
11313,12645
18374,18375
14113,14119
22678,26557
25298,25299
17328,18937
6897,18403
2525,7712
16929,20614
15112,15114
25172,25173
26534,26535
25708,25709
6414,28964
21995,21997
8005,8006
2897,26809
27886,27887
22953,29222
22625,22626
24846,24850
6920,6922
26053,26357
3965,21065
9048,9050
4640,12870
10124,10127
9465,10244
7014,13324
18817,18942
6503,12261
3607,13449
418,419
29811,29812
24714,24719
24043,24044
16697,16698
482,483
15856,22325
17235,25691
20046,20047
2766,2767
3785,26856
22405,22406
18284,18285
12324,12326
3859,14591
3876,29839
18315,23196
5112,10692
1853,1855
8425,10179
29055,29057
21464,27902
19935,19936
3460,8977
10647,10650
5287,7978
2425,21685
2104,13429
3158,5703
4413,28902
10313,24928
4023,20775
2759,15647
8960,8961
11857,11858
6391,13235
25324,25325
5590,13702
9958,9959
6284,17572
1902,1903
1583,13819
15797,28168
23887,23888
17586,17587
1495,12765
15098,22266
19835,24818
3076,3085
4805,17754
1285,14984
24295,24297
6677,6678
25617,25619
19000,19001
29066,29067
5361,8803
21625,29235
14542,14544
7564,7566
25619,25620
17073,17074
10952,17590
409,2245
22375,29509
28700,28701
27427,27431
6979,6985
10032,13931
15388,15390
27225,27227
24413,28775
11376,11377
16802,27890
9627,22402
7924,7927
22099,22100
25343,25344
14531,24972
28917,28920
5426,5458
21209,21210
12090,12091
20019,20020
14202,20525
17146,17147
23010,25695
1428,6379
29168,29169
1886,20031
4690,15060
18992,18993
6999,22824
10023,25731
10664,10666
4916,22316
17593,17594
2964,4682
26280,26281
19098,25318
8867,8869
9384,9386
20775,29121
11864,11869
7032,7033
25212,25213
1731,1732
4917,4927
25097,25098
2340,27005
14130,18399
10188,24338
6552,6554
29721,29722
15884,15885
10115,16012
17067,22052
19466,19467
14307,14309
19771,19772
20457,20458
13563,13564
25573,25574
17692,22485
4644,4653
18923,18924
26378,26379
28473,28474
21392,21394
12528,12531
20109,20111
21348,21349
16061,18863
15485,15487
13334,13335
24345,24348
527,16391
7477,7478
6972,17967
23781,23783
7259,7261
14490,14491
21238,21239
12804,12806
15824,15825
11199,11202
12768,28987
6295,28144
1812,12058
7524,28451
8272,8279
5780,5786
910,13301
18988,18989
28235,28238
9802,20793
3975,21154
22267,22268
29819,29820
10343,10344
8074,28261
3985,29775
7103,16298
6593,6594
17785,17786
711,4530
14038,14039
14993,27469
18003,24837
13793,27531
13692,17061
6810,14611
11427,12371
17913,17915
15945,21239
1975,9371
1463,23964
12802,12803
27943,27944
26955,29826
2839,19899
22238,29301
10919,12422
23299,26023
1719,25519
24836,24837
